Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pIC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,InChI,SMILES,updated,MOL_smiles,unique_id
IKPVHBRKTATKGA-MJGLJLSBNA-N,CHEMBL66570,1956,A,7.89,chembl20,66714,9606,EGFR,1260,"InChI=1/C25H25ClFN7O2/c1-3-33-6-8-34(9-7-33)25(36)20-10-14(2)19(31-20)12-16-21-22(28-13-29-23(21)32-24(16)35)30-15-4-5-18(27)17(26)11-15/h4-5,10-13,31H,3,6-9H2,1-2H3,(H2,28,29,30,32,35)/b16-12-/f/h30,32H",C/1(\C=2C(=NC=NC2NC=3C=C(Cl)C(=CC3)F)NC1=O)=C/C=4NC(C(N5CCN(CC5)CC)=O)=CC4C,,CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1,315cf44a3b87056f0d27d8a6c0b346ee20c0dbf3
IKUBPVIBISSEJV-PKSOQXRJNA-N,CHEMBL110577,1956,A,5.2,chembl20,753968,9606,EGFR,1260,"InChI=1/C18H15N3O3/c1-23-16-7-14-15(8-17(16)24-2)20-10-11(9-19)18(14)21-12-4-3-5-13(22)6-12/h3-8,10,22H,1-2H3,(H,20,21)/f/h21H",C1=2C(=C(C#N)C=NC1=CC(=C(C2)OC)OC)NC3=CC(O)=CC=C3,,COc1cc2ncc(C#N)c(Nc3cccc(O)c3)c2cc1OC,61f3ce1c661439d58ae14c3f13bdb1c94cec468f
IKVDAZUYVVSZPS-ACIDLTHQNA-N,CHEMBL1934624,1956,A,8.05,chembl20,795515,9606,EGFR,1260,"InChI=1/C31H28ClFN4O/c1-22-28(13-11-23-7-9-24(10-8-23)19-37-15-2-3-16-37)31(35-21-34-22)36-27-12-14-30(29(32)18-27)38-20-25-5-4-6-26(33)17-25/h4-10,12,14,17-18,21H,2-3,15-16,19-20H2,1H3,(H,34,35,36)/f/h36H",C1(NC=2C(C#CC3=CC=C(C=C3)CN4CCCC4)=C(C)N=CN2)=CC=C(C(=C1)Cl)OCC=5C=CC=C(C5)F,,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)cc1,6e46c0fc463b713ee8def5b6e05b4b2ff16f18fe
IKWHWJFNGWUVIJ-IEEMXIRUNA-N,CHEMBL511765,1956,A,6.07,chembl20,808859,9606,EGFR,1260,"InChI=1/C25H27FN8O3/c1-13-10-19(37-4)18(11-17(13)29-20(35)12-34(2)3)31-25-32-23-14(8-9-28-23)24(33-25)30-16-7-5-6-15(26)21(16)22(27)36/h5-11H,12H2,1-4H3,(H2,27,36)(H,29,35)(H3,28,30,31,32,33)/f/h29-32H,27H2",COC1=CC(C)=C(NC(=O)CN(C)C)C=C1NC2=NC(NC3=CC=CC(F)=C3C(N)=O)=C4C=CN=C4N2,,COc1cc(C)c(NC(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2ccnc-2[nH]1,bef71c33e854b5e98c0d67c76ee1f8a977235090
IKXDZCIRCQRTQF-PJQSKVNONA-N,CHEMBL2048792,1956,A,5.64,chembl20,827250,9606,EGFR,1260,"InChI=1/C22H18ClN5O3/c23-16-10-14(26-22-21-17(24-12-25-22)5-6-28(21)7-8-29)2-4-19(16)31-15-3-1-13-9-20(30)27-18(13)11-15/h1-6,10-12,29H,7-9H2,(H,27,30)(H,24,25,26)/f/h26-27H",N1C(CC=2C=CC(=CC12)OC=3C(=CC(=CC3)NC4=C5C(=NC=N4)C=CN5CCO)Cl)=O,,O=C1Cc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc2N1,67c74e08275e10673dc5392952257a3c822dc30f
IKXPVMNZZLUFCI-PUPUGPOYNA-N,11526238,1956,A,8.22185,pubchem,264807,9606,EGFR,1260,"InChI=1/C24H28ClFN6O3/c1-31(24(23(27)33)12-32(13-24)7-8-34-2)11-15-9-16-19(10-20(15)35-3)28-14-29-22(16)30-18-6-4-5-17(25)21(18)26/h4-6,9-10,14H,7-8,11-13H2,1-3H3,(H2,27,33)(H,28,29,30)/f/h30H,27H2",ClC1=C(F)C(NC2=NC=NC3=C2C=C(CN(C4(CN(C4)CCOC)C(=O)N)C)C(OC)=C3)=CC=C1,,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,8954ff7e877b93e4ffdee3f21ba717f9c6abf46b
ILJUMURTXHBGOA-GPQMBLKYNA-N,CHEMBL589259,1956,N,4.5,chembl20,611747,9606,EGFR,1260,"InChI=1/C15H22Cl2N2O/c1-15(2,3)18-14(20)12-4-6-13(7-5-12)19(10-8-16)11-9-17/h4-7H,8-11H2,1-3H3,(H,18,20)/f/h18H",C1=C(C=CC(=C1)C(=O)NC(C)(C)C)N(CCCl)CCCl,,CC(C)(C)NC(=O)c1ccc(N(CCCl)CCCl)cc1,b1ed5945d8e924a1152b84e6ce2088c034dc9456
ILLYSIXRHPOKIQ-AMAIDWPKNA-N,CHEMBL308048,1956,N,3.1,chembl20,66720,9606,EGFR,1260,"InChI=1/C10H8N2O2/c11-6-8(10(12)14)5-7-1-3-9(13)4-2-7/h1-5,13H,(H2,12,14)/b8-5+/f/h12H2",C1=C(C=CC(=C1)/C=C(\C#N)/C(N)=O)O,,N#C/C(=C\c1ccc(O)cc1)C(N)=O,8d9f113f6bdac41c2e59cf4ba92c39a9eb6275b6
ILOAUSWXRCKWFH-LELJVTLKNA-N,CHEMBL514942,1956,A,6.62,chembl20,605384,9606,EGFR,1260,"InChI=1/C24H20N4O2S/c1-14-10-15(24-28-18-6-4-5-7-22(18)31-24)8-9-17(14)27-23-16-11-20(29-2)21(30-3)12-19(16)25-13-26-23/h4-13H,1-3H3,(H,25,26,27)/f/h27H",C1(=C(OC)C=C2C(=C1)C(NC=3C=CC(=CC3C)C4=NC5=C(S4)C=CC=C5)=NC=N2)OC,,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3C)c2cc1OC,a97e0c0e40c5f62028789fa4cdacaaabf3234393
ILQIGZWJHNZUGE-VTORVXMGNA-N,CHEMBL1989834,1956,N,4.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C13H10N2O/c16-13-12-10(9-5-2-1-3-6-9)7-4-8-11(12)14-15-13/h1-8H,(H2,14,15,16)/f/h14,16H",OC1=NNC2=C1C(C3=CC=CC=C3)=CC=C2,,Oc1n[nH]c2cccc(-c3ccccc3)c12,f3702c0520c6c30b214715da6d95189905a8175f
ILRRHJDAHXPCDT-LILDFLRNNA-N,CHEMBL408105,1956,A,5.43,chembl20,468986,9606,EGFR,1260,"InChI=1/C14H13N5O/c1-20-13-6-12-9(7-16-13)14(18-8-17-12)19-11-5-3-2-4-10(11)15/h2-8H,15H2,1H3,(H,17,18,19)/f/h19H",N1=CC2=C(NC=3C(=CC=CC3)N)N=CN=C2C=C1OC,,COc1cc2ncnc(Nc3ccccc3N)c2cn1,50f28320f9de88f1fc0da167b00ad55d5fa14145
ILTYMFZEBAKYFU-FEISCUAJNA-N,CHEMBL1909352,1956,A,6.12,chembl20,808853,9606,EGFR,1260,"InChI=1/C16H15N5O/c1-10-5-14(22)6-11(2)15(10)4-3-12-7-13(9-17-8-12)16-18-20-21-19-16/h3-9,22H,1-2H3,(H,18,19,20,21)/b4-3+/f/h20H",CC1=CC(O)=CC(C)=C1/C=C/C2=CN=CC(=C2)C=3N=NNN3,,Cc1cc(O)cc(C)c1/C=C/c1cncc(-c2nn[nH]n2)c1,242421060fd70c648b4e51e2053eb69a747715e4
ILURHKUMGMVIKK-HVXXBKQBNA-N,CHEMBL1241946,1956,A,5.55,chembl20,654933,9606,EGFR,1260,"InChI=1/C16H17N5O/c1-9(2)21-16-13(15(17)18-8-19-16)14(20-21)12-6-4-5-11(7-12)10(3)22/h4-9H,1-3H3,(H2,17,18,19)/f/h17H2",N=1C=NC=2N(C(C)C)N=C(C=3C=C(C=CC3)C(C)=O)C2C1N,,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1,0a47d4dbbbfb0dca9a1395e6c815fab3a5a90089
ILVOMMRNKIWJHI-IBEFOCMXNA-N,CHEMBL1830269,1956,A,5.8,chembl20,768754,9606,EGFR,1260,"InChI=1/C16H14N4O2S/c17-16(23)19-18-15(13-4-2-1-3-5-13)11-8-12-6-9-14(10-7-12)20(21)22/h1-11H,(H3,17,19,23)/b11-8+,18-15-/f/h19H,17H2",C=1C=C(/C=C/C(=N/NC(N)=S)/C=2C=CC=CC2)C=CC1N(=O)=O,,NC(=S)N/N=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1ccccc1,f587e41cd1275f24b864b070579643ca82b4b817
ILYBFMOXMXGGJH-UBXIPSODNA-N,CHEMBL3237934,1956,A,5.13,chembl20,1338035,9606,EGFR,1260,"InChI=1/C30H39ClN8O3/c1-36-11-15-38(16-12-36)10-9-28(40)33-22-5-4-6-24(19-22)42-29-25(31)21-32-30(35-29)34-26-8-7-23(20-27(26)41-3)39-17-13-37(2)14-18-39/h4-8,19-21H,9-18H2,1-3H3,(H,33,40)(H,32,34,35)/f/h33-34H",C1(=CC(=C(C=C1)NC2=NC=C(C(=N2)OC=3C=C(C=CC3)NC(CCN4CCN(CC4)C)=O)Cl)OC)N5CCN(CC5)C,,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1,27f1bd34a3501aa02a1fc34977583ce22ee5dbc6
IMDOIOFYKKBZEN-ATVLLYPXNA-N,CHEMBL179766,1956,A,7.47,chembl20,312997,9606,EGFR,1260,"InChI=1/C35H33ClN6O2/c1-4-44-33-19-31-28(18-32(33)41-34(43)13-8-16-42(2)3)35(25(20-37)22-39-31)40-26-14-15-30(29(36)17-26)38-21-24-11-7-10-23-9-5-6-12-27(23)24/h5-15,17-19,22,38H,4,16,21H2,1-3H3,(H,39,40)(H,41,43)/b13-8+/f/h40-41H",C1=2C(=C(C#N)C=NC1=CC(=C(C2)NC(/C=C/CN(C)C)=O)OCC)NC3=CC(Cl)=C(NCC4=C5C(C=CC=C5)=CC=C4)C=C3,,CCOc1cc2ncc(C#N)c(Nc3ccc(NCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,5513f7269ae843358ee9e98a11288fe3dc893f48
IMDWAIJBGFJDSL-ZAQQBTRFNA-N,CHEMBL1641995,1956,A,5.66,chembl20,699068,9606,EGFR,1260,"InChI=1/C21H16BrN5O2/c22-13-2-1-3-14(8-13)25-20-17-9-15(4-5-16(17)12(10-23)11-24-20)26-21(29)18-6-7-19(28)27-18/h1-5,8-9,11,18H,6-7H2,(H,24,25)(H,26,29)(H,27,28)/t18-/m0/s1/f/h25-27H",C1(=CC=C2C(=CN=C(C2=C1)NC3=CC(=CC=C3)Br)C#N)NC(=O)[C@@H]4CCC(N4)=O,,N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)[C@@H]3CCC(=O)N3)ccc12,20d4535d787a2ad84c155d410e3a3bd4cfd50695
IMHKMKWSWHFKTM-UHFFFAOYNA-N,CHEMBL1988153,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C17H10F3N3O2S/c1-9-22-23-16(24-9)14-6-12-13(7-21-8-15(12)26-14)25-11-4-2-10(3-5-11)17(18,19)20/h2-8H,1H3",S1C2=C(C(OC3=CC=C(C(F)(F)F)C=C3)=CN=C2)C=C1C=4OC(=NN4)C,,Cc1nnc(-c2cc3c(Oc4ccc(C(F)(F)F)cc4)cncc3s2)o1,e99b5b94e3172845e966add36a3ca62fc05b67c2
IMISPZIADMWUAH-LILDFLRNNA-N,CHEMBL93966,1956,A,8.7,chembl20,66586,9606,EGFR,1260,"InChI=1/C14H11FN4/c15-9-2-1-3-11(6-9)19-14-12-5-4-10(16)7-13(12)17-8-18-14/h1-8H,16H2,(H,17,18,19)/f/h19H",C=1(C2=C(C=C(C=C2)N)N=CN1)NC=3C=C(F)C=CC3,,Nc1ccc2c(Nc3cccc(F)c3)ncnc2c1,9a92a6c3501e27705384fb20e6f41b1a8e1b3579
IMLXFZLHOPEBPM-DUMDQNPKNA-N,CHEMBL485556,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C26H28N6O3/c1-31(25(35)19-5-3-2-4-6-19)20-11-12-22-21(15-20)29-26(32(22)14-13-23(28)33)30-24(34)18-9-7-17(16-27)8-10-18/h7-12,15,19H,2-6,13-14H2,1H3,(H2,28,33)(H,29,30,34)/f/h30H,28H2",C1CCC(CC1)C(N(C2=CC=C3N(C(=NC3=C2)NC(C=4C=CC(=CC4)C#N)=O)CCC(=O)N)C)=O,,CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,6f32b4ad922bfb1446074ddba43128469ddc25ec
IMMZLRQJNZSTTE-NPVYFSBINA-N,CHEMBL1973893,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C18H20N4O3S/c1-3-10-26(24,25)22-15-7-4-13(5-8-15)14-6-9-17-16(11-14)18(21-20-17)19-12(2)23/h4-9,11,22H,3,10H2,1-2H3,(H2,19,20,21,23)/f/h19-20H",S(=O)(=O)(NC1=CC=C(C=2C=C3C(NN=C3NC(=O)C)=CC2)C=C1)CCC,,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(C)=O)c3c2)cc1,6065739611e9eaa20c4c9a7299de11cb231ddc7c
IMNBYLUXBBXZIY-CMJYGJQNNA-N,CHEMBL1093100,1956,N,4.98,chembl20,627419,9606,EGFR,1260,"InChI=1/C17H15N5S/c1-9-5-7-10(8-6-9)23-12-4-2-3-11-13(12)14-15(18)21-17(19)22-16(14)20-11/h2-8H,1H3,(H5,18,19,20,21,22)/f/h20H,18-19H2",N1=C(N=C2NC=3C=CC=C(C3C2=C1N)SC4=CC=C(C=C4)C)N,,Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1,c157133546d30b23f7e701ac15e3eba922465174
IMPPWUONJDONQO-QLSHQTBPNA-N,CHEMBL1946843,1956,N,4.59,chembl20,800208,9606,EGFR,1260,"InChI=1/C18H16Br2FN7O2/c1-28(2)18-25-16(23-11-5-3-10(21)4-6-11)24-17(26-18)27-22-8-9-7-12(19)15(30)13(20)14(9)29/h3-8,29-30H,1-2H3,(H2,23,24,25,26,27)/b22-8+/f/h23,27H",C=1(N=C(NC2=CC=C(C=C2)F)N=C(N/N=C/C3=C(C(=C(C(=C3)Br)O)Br)O)N1)N(C)C,,CN(C)c1nc(N/N=C/c2cc(Br)c(O)c(Br)c2O)nc(Nc2ccc(F)cc2)n1,db9ac4f023b2316ac4939c80e831f9e16788ae99
IMYVCWQAHSYYOO-PJQSKVNONA-N,CHEMBL382590,1956,N,4.6,chembl20,887867,9606,EGFR,1260,"InChI=1/C23H20N4O3/c1-29-20-12-18-19(13-21(20)30-2)24-14-25-22(18)26-16-8-10-17(11-9-16)27-23(28)15-6-4-3-5-7-15/h3-14H,1-2H3,(H,27,28)(H,24,25,26)/f/h26-27H",C=1(C(=CC2=NC=NC(=C2C1)NC3=CC=C(C=C3)NC(C=4C=CC=CC4)=O)OC)OC,,COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,a7834794481ad653069420d440ddd0cc879376b4
IMZBSZFOSHTOBQ-HXTKINSTNA-N,CHEMBL126456,1956,A,5.32,chembl20,67208,9606,EGFR,1260,"InChI=1/C22H22N4O2S/c1-4-27-20-10-17-18(11-21(20)28-5-2)23-13-24-22(17)26-16-8-6-7-15(9-16)19-12-29-14(3)25-19/h6-13H,4-5H2,1-3H3,(H,23,24,26)/f/h26H",C1=2C(=NC=NC1=CC(=C(C2)OCC)OCC)NC=3C=C(C=4N=C(C)SC4)C=CC3,,CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,1fa12db7f06c72afb692eeebc03e808c62a051fa
INMBKJSYCMSQID-LELJVTLKNA-N,CHEMBL128027,1956,A,5.05,chembl20,67206,9606,EGFR,1260,"InChI=1/C23H24N4O2S/c1-5-28-21-11-18-19(12-22(21)29-6-2)24-14(3)25-23(18)27-17-9-7-8-16(10-17)20-13-30-15(4)26-20/h7-13H,5-6H2,1-4H3,(H,24,25,27)/f/h27H",C1(=C2C(C=C(C(=C2)OCC)OCC)=NC(=N1)C)NC=3C=C(C=4N=C(C)SC4)C=CC3,,CCOc1cc2nc(C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,d5cd16697fbbf6e2e47fd30bec68da31dc803028
INNDLQJCKYFJTJ-PJQSKVNONA-N,CHEMBL91811,1956,A,7.07,chembl20,66587,9606,EGFR,1260,"InChI=1/C22H22BrN5O/c1-15(2)28(3)11-5-8-21(29)26-18-9-10-20-19(13-18)22(25-14-24-20)27-17-7-4-6-16(23)12-17/h4,6-7,9-10,12-15H,11H2,1-3H3,(H,26,29)(H,24,25,27)/f/h26-27H",C=1(C=2C(=CC=C(NC(C#CCN(C(C)C)C)=O)C2)N=CN1)NC=3C=C(Br)C=CC3,,CC(C)N(C)CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,efe949838461c9d317aa418012d454291cbe6e0d
INRKGYBFDKEDBW-UHFFFAOYNA-N,2322338,1956,A,6.45002,pubchem,1729,9606,EGFR,1260,"InChI=1/C16H14N4O/c1-11-7-8-13-14(9-11)17-10-15(16(21)18-13)20-19-12-5-3-2-4-6-12/h2-9,19H,10H2,1H3",O=C1N=C2C(=NCC1=NNC=3C=CC=CC3)C=C(C=C2)C,,Cc1ccc2c(c1)=NCC(=NNc1ccccc1)C(=O)N=2,4c10575a2e94b8a398c82bb20f06c054ac38ed59
INSDTUVLNWKIRF-LQFNOIFHNA-N,CHEMBL347282,1956,A,7.33,chembl20,63756,9606,EGFR,1260,"InChI=1/C17H11F3N4S/c18-17(19,20)9-2-1-3-11(6-9)24-16-15-14(22-8-23-16)12-7-10(21)4-5-13(12)25-15/h1-8H,21H2,(H,22,23,24)/f/h24H",C=12SC=3C=CC(=CC3C1N=CN=C2NC=4C=C(C(F)(F)F)C=CC4)N,,Nc1ccc2sc3c(Nc4cccc(C(F)(F)F)c4)ncnc3c2c1,3c83df4eb25d72009e6c2b4fa9597776f1973e12
INTPTKHSGKBHHW-SREBMQDQNA-N,CHEMBL102346,1956,N,4.6,chembl20,887868,9606,EGFR,1260,"InChI=1/C27H27N5O4/c1-34-24-16-22-23(17-25(24)35-2)28-18-29-26(22)31-12-14-32(15-13-31)27(33)30-19-8-10-21(11-9-19)36-20-6-4-3-5-7-20/h3-11,16-18H,12-15H2,1-2H3,(H,30,33)/f/h30H",C1=2C(N3CCN(C(NC4=CC=C(OC5=CC=CC=C5)C=C4)=O)CC3)=NC=NC1=CC(=C(C2)OC)OC,,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(Oc5ccccc5)cc4)CC3)c2cc1OC,c41ceff11407b72aebdd54fde98823dad134c1d1
INXWPZVQQRCXEC-LKHHGCNMNA-N,CHEMBL27688,1956,A,8.82,chembl20,64445,9606,EGFR,1260,"InChI=1/C25H29N5O3/c1-3-24(31)29-22-15-20-21(16-23(22)33-11-5-8-30-9-12-32-13-10-30)26-17-27-25(20)28-19-7-4-6-18(2)14-19/h3-4,6-7,14-17H,1,5,8-13H2,2H3,(H,29,31)(H,26,27,28)/f/h28-29H",C1=2C(=NC=NC1=CC(OCCCN3CCOCC3)=C(C2)NC(C=C)=O)NC4=CC(C)=CC=C4,,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCOCC1,206aa87d947cde00d651eef82eecc8a233510059
IOBVCHJTLVPPBR-NPVYFSBINA-N,CHEMBL491758,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C16H13FN4/c17-14-11-18-16(20-13-9-5-2-6-10-13)21-15(14)19-12-7-3-1-4-8-12/h1-11H,(H2,18,19,20,21)/f/h19-20H",C1=CC=C(C=C1)NC2=NC(=NC=C2F)NC3=CC=CC=C3,,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1,b3a948751d8052368f21c7253b81237e0ac21bca
IOCCYZUACQGGIM-LNNLXFCONA-N,10172616,1956,A,6.14267,pubchem,70041,9606,EGFR,1260,"InChI=1/C21H20N4O3/c1-3-27-19-9-16-17(10-20(19)28-4-2)22-12-23-21(16)25-15-7-5-6-14(8-15)18-11-26-13-24-18/h5-13H,3-4H2,1-2H3,(H,22,23,25)/f/h25H",O(C=1C=C2C(N=CN=C2NC3=CC(=CC=C3)C=4N=COC4)=CC1OCC)CC,,CCOc1cc2ncnc(Nc3cccc(-c4cocn4)c3)c2cc1OCC,25f0dfb8faf24991efc33e2b472f37689a0c7b92
IOCMISOXJROINT-LQFNOIFHNA-N,CHEMBL437197,1956,A,5.87,chembl20,458089,9606,EGFR,1260,"InChI=1/C21H21N3O3/c1-26-19-12-17-18(13-20(19)27-2)22-14-23-21(17)24-16-9-6-8-15(11-16)7-4-3-5-10-25/h6,8-9,11-14,25H,3,5,10H2,1-2H3,(H,22,23,24)/f/h24H",C1(=C(OC)C=C2N=CN=C(C2=C1)NC=3C=C(C=CC3)C#CCCCO)OC,,COc1cc2ncnc(Nc3cccc(C#CCCCO)c3)c2cc1OC,67012b0c3c1cc164891d9a056fc83484ffec14f2
IOIKLYGLEHRULX-SEDNVZAGNA-N,CHEMBL326044,1956,A,5.19,chembl20,78741,9606,EGFR,1260,"InChI=1/C16H18N2O5S/c1-23-13-7-10(5-11(8-17)16(18)22)6-12(15(13)21)9-24-4-2-3-14(19)20/h5-7,21H,2-4,9H2,1H3,(H2,18,22)(H,19,20)/b11-5+/f/h19H,18H2",C(=C/C=1C=C(CSCCCC(O)=O)C(=C(C1)OC)O)(\C(=O)N)/C#N,,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCCCC(=O)O)c1O,d05862c1eaf40bb372b1318b10b1deecde072f0b
IORJIPAMCFZHNF-UHFFFAOYNA-N,CHEMBL1929305,1956,A,5.82,chembl20,792378,9606,EGFR,1260,"InChI=1/C15H13N3OS/c16-13-9-5-4-8-12(13)14-17-18-15(19-14)20-10-11-6-2-1-3-7-11/h1-9H,10,16H2",C1=CC(C2=NN=C(SCC3=CC=CC=C3)O2)=C(C=C1)N,,Nc1ccccc1-c1nnc(SCc2ccccc2)o1,f853fd1aa967aff141f04924dad34a140a1539b1
IOWFCZSAGHCMTJ-YLHGWYNBNA-N,73355585,1956,A,7.9431,pubchem,776746,9606,EGFR,1260,"InChI=1/C32H29ClFN5O3/c1-21(40)39-13-11-38(12-14-39)18-26-7-10-30(42-26)23-5-8-29-27(16-23)32(36-20-35-29)37-25-6-9-31(28(33)17-25)41-19-22-3-2-4-24(34)15-22/h2-10,15-17,20H,11-14,18-19H2,1H3,(H,35,36,37)/f/h37H",ClC1=CC(NC2=NC=NC3=C2C=C(C=4OC(CN5CCN(CC5)C(=O)C)=CC4)C=C3)=CC=C1OCC6=CC(F)=CC=C6,,CC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,65dd81a109ce2d704f5e5e2ef9f7e2e642370c27
IOZJLZBMTWUYKE-PKSOQXRJNA-N,CHEMBL543661,1956,A,5.52,chembl20,63616,9606,EGFR,1260,"InChI=1/C18H19N3O4/c1-22-12-5-11(6-13(7-12)23-2)21-18-14-8-16(24-3)17(25-4)9-15(14)19-10-20-18/h5-10H,1-4H3,(H,19,20,21)/f/h21H",C1=2C(=NC=NC1=CC(=C(C2)OC)OC)NC=3C=C(C=C(C3)OC)OC,,COc1cc(Nc2ncnc3cc(OC)c(OC)cc23)cc(OC)c1,74e796163d8b49f6755e2a40eb0bf3476ce1fcb3
IPBTVEGUKBCCDA-QVUQFMIFNA-N,71524867,1956,A,5.6517,pubchem,725966,9606,EGFR,1260,"InChI=1/C20H17N3S/c21-20(24)23-19(13-18(22-23)15-8-2-1-3-9-15)17-12-6-10-14-7-4-5-11-16(14)17/h1-12,19H,13H2,(H2,21,24)/f/h21H2",S=C(N1N=C(CC1C=2C=3C(C=CC2)=CC=CC3)C=4C=CC=CC4)N,,NC(=S)N1N=C(c2ccccc2)CC1c1cccc2ccccc12,b7c73543d67df503c30a2da6400cb5fd7098d93c
IPDLNCUZTMJSII-YKFRWSAQNA-N,CHEMBL247196,1956,A,7.36,chembl20,457644,9606,EGFR,1260,"InChI=1/C21H18ClN3O2/c1-26-19-8-16-17(9-20(19)27-2)24-11-13(10-23)21(16)25-18-7-15(18)12-3-5-14(22)6-4-12/h3-6,8-9,11,15,18H,7H2,1-2H3,(H,24,25)/t15-,18+/m0/s1/f/h25H",C1(=C(OC)C=C2N=CC(C#N)=C(C2=C1)N[C@@H]3C[C@H]3C4=CC=C(C=C4)Cl)OC,,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccc(Cl)cc3)c2cc1OC,9efa86a95933d1117deb6ea81b6eed023a736fba
IPIWNOAWKGRYOY-ZYMSVLFVNA-N,CHEMBL594661,1956,A,5.35,chembl20,605384,9606,EGFR,1260,"InChI=1/C30H31FN6O2S/c1-36-11-13-37(14-12-36)10-5-15-39-27-17-21-25(18-26(27)38-2)32-19-33-29(21)34-23-9-8-20(16-22(23)31)30-35-24-6-3-4-7-28(24)40-30/h3-4,6-9,16-19H,5,10-15H2,1-2H3,(H,32,33,34)/f/h34H",C1(OCCCN2CCN(CC2)C)=C(C=C3C(=C1)C(NC=4C=CC(C=5SC6=C(C=CC=C6)N5)=CC4F)=NC=N3)OC,,COc1cc2ncnc(Nc3ccc(-c4nc5ccccc5s4)cc3F)c2cc1OCCCN1CCN(C)CC1,0139052c054222beed0f4d30042b26f94be6ff88
IPKHSYHXXAIZDD-UHFFFAOYNA-N,CHEMBL1972840,1956,A,5.7,chembl20,809214,9606,EGFR,1260,"InChI=1/C23H20N4OS/c24-18(7-15-12-27-21-4-2-1-3-20(15)21)14-28-19-8-16(11-26-13-19)23-9-17-10-25-6-5-22(17)29-23/h1-6,8-13,18,27H,7,14,24H2",S1C(C2=CC(OCC(N)CC=3C=4C(NC3)=CC=CC4)=CN=C2)=CC5=C1C=CN=C5,,NC(COc1cncc(-c2cc3cnccc3s2)c1)Cc1c[nH]c2ccccc12,0ca4c308804c4fc72b20783d9b6dc25825c353fa
IPWGDOZPSOZFOD-UHFFFAOYNA-N,CHEMBL447230,1956,A,6.82,chembl20,66586,9606,EGFR,1260,"InChI=1/C17H16BrN3O2/c1-21(12-6-4-5-11(18)7-12)17-13-8-15(22-2)16(23-3)9-14(13)19-10-20-17/h4-10H,1-3H3",C1=2C(N(C=3C=C(Br)C=CC3)C)=NC=NC1=CC(=C(C2)OC)OC,,COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,9405a0a2d0d0d48b9d8c1f07a7c6370a8d47572f
IQHQBPXIDRMFMS-UHFFFAOYNA-N,57402711,1956,A,5.27165,pubchem,649305,9606,EGFR,1260,"InChI=1/C19H16ClN3O2S/c1-25-15-8-4-12(5-9-15)16-10-17(13-2-6-14(20)7-3-13)23(22-16)19-21-18(24)11-26-19/h2-9,11,17,24H,10H2,1H3",ClC1=CC=C(C2N(N=C(C2)C=3C=CC(OC)=CC3)C=4SC=C(O)N4)C=C1,,COc1ccc(C2=NN(c3nc(O)cs3)C(c3ccc(Cl)cc3)C2)cc1,9dcd384ac7f8f6fb0e3bb84ebad53d5d34f17f2a
