MOL_smiles,pIC50,Gene_Symbol,Original_Entry_ID
Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,10.0,EGFR,CHEMBL420624
Brc1cccc(Oc2ncnc3ccccc23)c1,6.12,EGFR,CHEMBL117710
COC(=O)c1cc(NCc2ccccc2O)ccc1O,4.7,EGFR,CHEMBL132907
CCCCCCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,5.8,EGFR,CHEMBL591495
COc1cc2ncnc(Nc3cccc(C#CC(C)(C)O)c3)c2cc1OC,6.69,EGFR,CHEMBL248864
COC(=O)c1c(OCc2ccc(OC)cc2)c2ccccc2c2oc3c(c12)C(=O)c1ccccc1C3=O,5.12,EGFR,CHEMBL383008
O=C(O)c1cccc(Nc2[nH]cnc3nc4c(c2-3)CCCC4)c1,4.59,EGFR,CHEMBL74645
CS(=O)(=O)N1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.92,EGFR,CHEMBL495733
Cc1sc(C(=O)CCl)cc1C(=O)CCl,4.52,EGFR,CHEMBL143743
CC(C)(C)Oc1cc(/C=C(\C#N)C(N)=S)cc(C(C)(C)C)c1O,3.3,EGFR,CHEMBL140213
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1,4.7,EGFR,CHEMBL1173398
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,5.7,EGFR,CHEMBL2005186
CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,5.98,EGFR,CHEMBL954
COc1ccc2ncnc(Nc3ccccc3)c2c1,7.26,EGFR,CHEMBL328879
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1-c1cccc(CN2CCOCC2)c1,6.23,EGFR,CHEMBL1683960
COc1cc(-c2ccc3c(c2)Nc2ccc(CCOc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1OCC(O)CO,5.9,EGFR,CHEMBL1981045
Fc1ccc(-c2c(-c3ccncc3)nc3n2CCS3)cc1,5.46,EGFR,CHEMBL266707
Oc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,4.67,EGFR,CHEMBL1821888
O=C(Cc1c(S)[nH]c2ccccc12)NCc1ccccc1,4.0,EGFR,CHEMBL155389
COc1ccc(C(=O)N2c3ccccc3Sc3c(Cl)cncc32)cc1,5.7,EGFR,CHEMBL1988537
Cc1csc(NC(=O)c2sc3nc(-c4ccncc4)ccc3c2N)n1,5.7,EGFR,CHEMBL1986869
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1cccc(CNC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c1,5.8,EGFR,CHEMBL144159
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cnccn1,5.41,EGFR,CHEMBL3234740
COc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(O)cc3)C2)cc1,5.27,EGFR,CHEMBL1821895
Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,5.7,EGFR,CHEMBL394619
O=C(c1cc(-c2ccc3[nH]ncc3c2)on1)N1CCCC(O)C1,5.7,EGFR,CHEMBL1997340
COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,7.72,EGFR,CHEMBL1203934
CN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],5.7,EGFR,CHEMBL93544
CN(C)CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.43,EGFR,CHEMBL225720
Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1,9.0,EGFR,CHEMBL271705
CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.92,EGFR,CHEMBL136178
CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.37,EGFR,CHEMBL340611
CN(C)C=CCC(=O)N1CCc2c(sc3ncnc(NCCO)c23)C1,5.31,EGFR,CHEMBL1271619
Cn1c(SSc2c(C(=O)Nc3ccccc3C(=O)O)c3ccccc3n2C)c(C(=O)Nc2ccccc2C(=O)O)c2ccccc21,4.33,EGFR,CHEMBL345862
Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,6.0,EGFR,CHEMBL482967
CCOc1nc(C(=O)NCc2ccncc2)cc(N)c1C#N,5.7,EGFR,CHEMBL1984206
CCOC(=O)c1cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2c1C,6.7,EGFR,CHEMBL196738
O=c1oc2cc3ncnc(NCc4ccccc4)c3cc2n1CCCN1CCOCC1,4.19,EGFR,CHEMBL2064400
Cc1c(-c2cccc(OCc3ccccc3)c2)c2c(N)ncnc2n1C1CC(CN2CCCC2)C1,5.7,EGFR,CHEMBL1968791
O=c1c2cc(F)c(NCc3ccccc3)c(F)c2n(C2CC2)c2snc(O)c12,5.7,EGFR,CHEMBL1991640
COc1cccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)c1,5.7,EGFR,CHEMBL1987009
Brc1cccc(Nc2ncnc3cc4[nH]cc(CN5CCOCC5)c4cc23)c1,8.32,EGFR,CHEMBL36967
Cc1cccc(C)c1-c1cc2cnc(N)nc2nc1NC(=O)NC(C)(C)C,6.21,EGFR,CHEMBL57323
N#CC(C#N)=C(C#N)c1cc(O)cc(O)c1,5.0,EGFR,CHEMBL454002
O=C(Cn1c(-c2ccccc2)cc(=O)n2ncnc12)NNC(=S)Nc1ccccc1,5.17,EGFR,CHEMBL2029692
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCC(O)=NO,8.11,EGFR,CHEMBL597752
N#Cc1cnc(Nc2cccc(Br)c2)c2cc(NC(=O)c3ccco3)ccc12,4.25,EGFR,CHEMBL1641996
CO[C@H]1[C@@H](N(C)C(C)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.59,EGFR,CHEMBL130163
Oc1ccc(/N=N/c2ccc(O)cc2O)cc1,4.24,EGFR,CHEMBL47966
CCOC(=O)c1ccc(NC(=O)CSc2nnc(CNc3ccc(OC)cc3)n2-c2ccccc2)cc1,4.03,EGFR,CHEMBL1944931
N#Cc1cnc2c(F)cc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,6.3,EGFR,CHEMBL245212
COc1cc2ncc(C#N)c(Nc3ccc(C(C)C)cc3)c2cc1OC,6.64,EGFR,CHEMBL323424
CCOc1cc2ncnc(C#C[C@@](C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,8.38,EGFR,CHEMBL399373
CCOc1cc2ncnc(C#C[C@](C)(Cc3ccccc3)N3CCC(C(=O)O)CC3)c2cc1OCC,6.18,EGFR,CHEMBL251315
Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,4.72,EGFR,CHEMBL1241271
CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.82,EGFR,CHEMBL422292
CCN(CC)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,6.44,EGFR,CHEMBL3092307
OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ccc45)c(Cl)c3)c21,8.51,EGFR,CHEMBL2048797
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1,6.7,EGFR,CHEMBL283088
CC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.97,EGFR,CHEMBL1928946
Cc1ccc(Nc2[nH]cnc3nc4c(c2-3)CCCC4)cc1,6.96,EGFR,CHEMBL74481
COc1ccc(C2=C(c3cc(OC)c(OC)c(OC)c3)C(=O)NC2=O)cc1,5.6,EGFR,CHEMBL202215
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CC(C)(C)N)cnc(N)c34)cc2)c1,5.7,EGFR,CHEMBL1979577
CCOC(=O)C1CCN(CCC(=O)c2ccc(OCc3ccccc3)cc2)CC1,6.52,EGFR,CHEMBL542891
O=C(Cc1ccccc1)Nn1c(CC2CCCCC2)nc2c(-c3ccc(Cl)cc3)[nH]nc2c1=O,5.6,EGFR,CHEMBL1088576
COc1ccc2c(c1)CNc1c(NCc3ccccc3)ncnc1O2,5.7,EGFR,CHEMBL204335
O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,6.72,EGFR,CHEMBL1812573
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,3.36,EGFR,CHEMBL280074
COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,4.0,EGFR,CHEMBL1242846
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,6.62,EGFR,CHEMBL1908395
CC(C)(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)(C)C)c1O,4.3,EGFR,CHEMBL490570
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.45,EGFR,CHEMBL17157
CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CC4CC4)nccn23)n1,5.7,EGFR,CHEMBL1991800
NC(=O)c1cc2c(-c3ccc(F)cc3)cncc2s1,5.7,EGFR,CHEMBL1974310
CC(C)CCCC(C)CCOC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O,5.3,EGFR,CHEMBL354301
Oc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1,8.48,EGFR,CHEMBL1914461
c1ccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)cc1,5.7,EGFR,CHEMBL1682345
CCOC(=O)c1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5.24,EGFR,CHEMBL2064374
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,5.96,EGFR,CHEMBL440298
N#C/C(=C/c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,7.0,EGFR,CHEMBL490577
COc1cc2ncnc(NCc3ccccc3)c2cc1OCCCCCCC(O)=NO,7.0,EGFR,CHEMBL596761
COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc2ccc(SC)cc2)cc1,5.61,EGFR,CHEMBL1094835
NC(COc1cncc(-c2cc3ccncc3s2)c1)Cc1c[nH]c2ccccc12,5.8,EGFR,CHEMBL1966524
CCN(CC)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.2,EGFR,CHEMBL505626
Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCCCCCC(=O)O)nc21,6.0,EGFR,CHEMBL113863
Cc1cccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1,5.7,EGFR,CHEMBL1983963
CC(C)(C)ONC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,7.0,EGFR,CHEMBL170996
Cc1ccc(C2CC(c3ccc(Cl)cc3)=NN2c2nc(O)cs2)cc1,5.18,EGFR,CHEMBL1958035
COc1cc2nc(Cl)nc(Nc3ccc(N(C)C)cc3)c2cc1OC,4.44,EGFR,CHEMBL3098319
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.22,EGFR,CHEMBL296419
CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,6.72,EGFR,CHEMBL1688861
Cc1cc(O)ccc1-n1c2cc(Cl)ccc2c(=O)c2c(N)nc(N)nc21,6.5,EGFR,CHEMBL1995592
CC(=O)N1CCN(C2CCC(n3nc(-c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c4c(N)ncnc43)CC2)CC1,6.1,EGFR,CHEMBL1972584
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cncnc1,5.72,EGFR,CHEMBL3234741
O=C(O)[C@H]1O[C@@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,9.31,EGFR,CHEMBL2021576
CCNc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,7.92,EGFR,CHEMBL420254
CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,4.6,EGFR,CHEMBL1398474
OCc1ccc(-c2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)o1,8.52,EGFR,CHEMBL473428
Cc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc1ccccn1,7.74,EGFR,CHEMBL403435
CC(C)(C)c1cc(O)cc(-c2ccc(C(=O)NCc3ccccc3)cc2)c1,5.27,EGFR,CHEMBL143160
Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F,9.0,EGFR,CHEMBL153573
CN(CC(=O)O)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.8,EGFR,CHEMBL126903
O=C(OCCc1ccccc1)c1cc(NCc2cc(O)ccc2O)ccc1O,6.89,EGFR,CHEMBL168366
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCC(C)Oc5no[n+](O)c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.14,EGFR,CHEMBL2381505
Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(F)cc1,5.39,EGFR,CHEMBL1172802
CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,4.92,EGFR,CHEMBL1241773
c1ccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6CNCCO6)c45)ccc32)nc1,6.3,EGFR,CHEMBL396079
NC(=S)N1N=C(c2ccc(Br)cc2)CC1c1ccc2ccccc2c1,6.46,EGFR,CHEMBL2324871
COc1cc2ncnc(Nc3cc(Br)cc(Br)c3)c2cc1OC,6.95,EGFR,CHEMBL92709
O=C(O)Cc1cc(/N=C/c2cc(O)ccc2O)ccc1O,4.46,EGFR,CHEMBL171000
Brc1cccc(Nc2ccnc3ccccc23)c1,5.26,EGFR,CHEMBL37346
CN(C)CC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,7.32,EGFR,CHEMBL2347966
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1OC,9.02,EGFR,CHEMBL490497
COCCn1cc(-c2ccncn2)c(-c2ccc(Cl)cc2)n1,7.6,EGFR,CHEMBL1982866
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(ccn5S(=O)(=O)c5ccsc5)c4)c3s2)C1)N1CCOCC1,6.82,EGFR,CHEMBL452768
CN(C)CCCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.74,EGFR,CHEMBL349070
CCCCN(Cc1cccc(Cl)c1O)C(=S)Nc1ccccc1,4.74,EGFR,CHEMBL589413
C=CC(=O)Nc1cc2c(Cc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1,8.52,EGFR,CHEMBL473944
COc1cc(/C=C2\CCC/C(=C\c3cccc(Br)c3)C2=O)cc(OC)c1,5.17,EGFR,CHEMBL2316145
CN1CCC(Oc2cccc3ncnc(Nc4ccc(OCc5cscn5)c(Cl)c4)c23)CC1,6.16,EGFR,CHEMBL195204
COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,4.6,EGFR,CHEMBL92461
COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,7.15,EGFR,CHEMBL2448066
COCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.76,EGFR,CHEMBL192737
C=S(O)(O)=CCNCc1ccc(C#Cc2c(C)ncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1,7.66,EGFR,CHEMBL1934622
CN(C)c1cc2cc(n1)CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2,6.6,EGFR,CHEMBL247067
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccnc3n2C)c(C(=O)Nc2ccccc2)c2cccnc21,4.65,EGFR,CHEMBL62701
FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,5.74,EGFR,CHEMBL55379
O=C(NCCc1ccccn1)c1cc(NCc2cc(O)ccc2O)ccc1O,4.82,EGFR,CHEMBL137897
NCC(O)C(O)Cn1cc(I)c2c(N)ncnc21,5.7,EGFR,CHEMBL1975534
COc1ccccc1CNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,4.95,EGFR,CHEMBL1928709
O=C(Nc1ccc(Br)cc1)Nc1ncnc2nn3ccccc3c12,5.0,EGFR,CHEMBL178488
Cn1nc(-c2ccccn2)nc2c(=O)n(C)c(=O)nc1-2,4.5,EGFR,CHEMBL1463659
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#Cc1ccc(CN2CCCC2)s1,7.52,EGFR,CHEMBL1934628
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,6.7,EGFR,CHEMBL363648
Clc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,7.74,EGFR,CHEMBL291496
Nc1cccc(-c2cc(=O)c3c(N)c(O)c(N)cc3o2)c1,5.11,EGFR,CHEMBL325949
COc1cc(C(C#N)=C(C#N)C#N)cc(OC)c1O,3.05,EGFR,CHEMBL489148
OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.03,EGFR,CHEMBL165630
CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,5.7,EGFR,CHEMBL1970104
Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1,4.0,EGFR,CHEMBL1242119
CN(C)CC(=O)Oc1ccc2[nH]c(C(=O)c3cc4ccccc4[nH]3)cc2c1,5.34,EGFR,CHEMBL7432
N#Cc1cnc2ccc(NCc3c[nH]cn3)cc2c1Nc1ccc(F)c(Cl)c1,7.52,EGFR,CHEMBL220037
O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,4.0,EGFR,CHEMBL56081
Cc1nn(-c2ccc(Cl)cc2)c(Cl)c1C1C(C#N)C(=N)N(c2cccnc2)C2=CC(C)(C)CC(=O)C21,4.62,EGFR,CHEMBL3237943
CCOc1cc(N)c(C(=O)Nc2ccc(F)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1,6.1,EGFR,CHEMBL2385985
CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21,6.0,EGFR,CHEMBL1242754
CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(O)cc2O)NC(SCc2ccccc2)=N1,4.03,EGFR,CHEMBL1087054
CC(O)C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.02,EGFR,CHEMBL399928
NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4c(F)cccc4F)c3s2)cc1,6.73,EGFR,CHEMBL513716
O=C(Nc1ccccc1)N(Cc1ccc(F)cc1)Cc1cc(Cl)cc(Cl)c1O,5.38,EGFR,CHEMBL589809
O=C(NCc1ccccc1)c1ccc(-c2cc(O)cc(-c3ccccc3)c2)cc1,5.1,EGFR,CHEMBL142148
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,6.45,EGFR,CHEMBL259084
Clc1ccc(-c2n[nH]cc2-c2ccncn2)cc1Cl,7.3,EGFR,CHEMBL1984191
CC1CCN(C(O)C=O)CC1N(C)c1ncnc2[nH]ccc12,5.7,EGFR,CHEMBL1969879
CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1,4.6,EGFR,CHEMBL373882
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)OCCOCCOc5no[n+](O)c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.0,EGFR,CHEMBL2381510
COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,6.15,EGFR,CHEMBL119987
CNC(=O)c1cc2c(-c3ccccc3F)[nH]nc2s1,5.7,EGFR,CHEMBL1977681
COc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(Cl)cc3)C2)cc1,5.11,EGFR,CHEMBL1822061
N#C/C(=C\c1ccc(O)c([N+](=O)[O-])c1)C(=N)C(C#N)C#N,4.22,EGFR,CHEMBL309625
COc1cc2ncnc(N3CCc4ccccc43)c2cc1OC,6.09,EGFR,CHEMBL328277
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC1CCN(C)CC1,8.7,EGFR,CHEMBL213874
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,9.14,EGFR,CHEMBL54091
COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.15,EGFR,CHEMBL136674
Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.54,EGFR,CHEMBL242541
CCCCN(CCCC)C(=O)c1ccc(N(CCCl)CCCl)cc1,4.51,EGFR,CHEMBL589119
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1/C=C(\F)C(=O)NCCN1CCOCC1,7.74,EGFR,CHEMBL1683965
CCn1nc(-c2ccccc2)nc2c(=O)n(C)c(=O)nc1-2,4.4,EGFR,CHEMBL1488035
COC(=O)CN1CCC(n2cc(-c3cccc(O)c3)c3c(N)ncnc32)CC1,6.1,EGFR,CHEMBL262276
Cc1nc(NC2CCCCC2)c2c(C)c(C)nc-2[nH]1,5.16,EGFR,CHEMBL419635
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,6.09,EGFR,CHEMBL324718
C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCCC5)cc4)nc32)c1,7.82,EGFR,CHEMBL2437464
CN1CCN(CCCNc2cccc(-c3nc4c(C(N)=O)cccc4[nH]3)n2)CC1,5.7,EGFR,CHEMBL2006237
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,9.46,EGFR,CHEMBL388978
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.6,EGFR,CHEMBL1980995
CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,5.94,EGFR,CHEMBL1242659
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1,5.7,EGFR,CHEMBL1982465
COc1cc2ncc(C#N)c(Nc3cccc(Cl)c3)c2cc1OC,6.74,EGFR,CHEMBL109428
O=C(NC(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)C(Cl)(Cl)Cl)C(c1ccccc1)c1ccccc1,4.6,EGFR,CHEMBL1221601
Fc1ccc(-c2ncn(CCCN3CCOCC3)c2-c2ccc3[nH]ncc3c2)cc1,7.57,EGFR,CHEMBL1682559
Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc4ccccc4c3)[nH]c2n1,5.91,EGFR,CHEMBL502015
O=CN=CCc1ccc(O)c(O)c1,5.15,EGFR,CHEMBL46946
Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,6.05,EGFR,CHEMBL217090
CCOc1cc2ncc(C#N)c(Nc3ccc(Oc4ccncc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,6.19,EGFR,CHEMBL178265
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,8.0,EGFR,CHEMBL359629
NC(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(N)=O)[nH]c2ccccc12,4.8,EGFR,CHEMBL157021
Oc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccccc3)cs2)cc1,4.65,EGFR,CHEMBL1821881
Oc1nc2sc3c(c2c2nc(-c4ccncc4)nn12)CCCC3,5.7,EGFR,CHEMBL1966808
CC(C)c1cc(/C=C(\C#N)C(N)=O)cc(C(C)C)c1O,6.0,EGFR,CHEMBL504173
C=S(O)(O)=CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(Br)c5)cc4)c3c2)o1,7.37,EGFR,CHEMBL384711
COc1cccc2ncnc(Nc3cccc(Br)c3)c12,6.86,EGFR,CHEMBL119033
COc1ccc2[nH]c3c4c(OC)c(OC)c(OC)cc4c4c(c3c2c1)C(=O)NC4=O,5.6,EGFR,CHEMBL201090
COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,7.24,EGFR,CHEMBL507714
NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,6.28,EGFR,CHEMBL293991
Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,5.98,EGFR,CHEMBL1821872
COCCN(C)CCN1CCC(n2cc(-c3cccc(OC)c3)c3c(N)ncnc32)CC1,6.03,EGFR,CHEMBL274732
OCCC(Nc1nc2ccc(-c3ccncc3)cc2s1)c1ccccc1,5.7,EGFR,CHEMBL1982122
Nc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,6.92,EGFR,CHEMBL124528
CN1N=C(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,4.6,EGFR,CHEMBL331237
Cc1cccc(CN(Cc2ccc(F)cc2)C(=O)Nc2ccccc2)c1O,4.66,EGFR,CHEMBL600048
NS(=O)(=O)c1ccc(Nc2nc(Cl)nc3cc4c(cc23)OCO4)cc1,4.46,EGFR,CHEMBL3098318
O=C(/C=C/c1ccc(F)cc1)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,6.09,EGFR,CHEMBL1928957
O=C(Nc1ccc(C(F)(F)F)cc1)Nc1ncnc2nn3ccccc3c12,5.0,EGFR,CHEMBL179224
COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,7.0,EGFR,CHEMBL555201
CO[C@H]1[C@@H](N(C)C(=O)c2cnccn2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.09,EGFR,CHEMBL337297
C=C=CCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1O,7.77,EGFR,CHEMBL609321
